result shown in seconds
totalTime: 18.9182205
joinFiles: 1.1538663
parsingDonationsFile: 12.4776825
parsingDonorsFile: 5.2866705
--------- results ---------
,1.7681222739999976E7
Mattawamkeag,50.0
Lowndesboro,807.64
Absecon,13043.869999999999
Harlingen,19240.640000000003
Postville,610.0
Yale,1730.12
Cascade Locks,0.0
Wainscott,240.0
Dona Ana,10.0
Newington,28243.140000000007
Orrington,1335.01
Frederiksted,155.0
Oak Creek,20009.420000000002
Nordman,170.81
Orkney Springs,680.53
Teachey,50.0
Radiant,55.0
Grenville,0.0
Isabela,150.0
Shaw A F B,684.32
Swartz,240.98
Wagoner,7698.64
Locust Hill,1765.44
Eau Galle,45.0
Cropsey,210.0
Cana,3833.66
Jarvisburg,672.3299999999999
Minster,1588.0600000000002
Odon,2141.33
Bailey Island,665.75
Nashoba,348.0
Blue Creek,20.0
Hicksville,33763.520000000004
Velarde,563.13
Charenton,15.0
Kewadin,4611.06
Constantine,3896.17
West Friendship,2931.2
Fort Bridger,25.0
Durant,11873.389999999998
Nancy,230.0
Dolton,1465.0
Ladysmith,1965.83
Takoma Park,20468.360000000008
Alamogordo,9146.189999999999
Amawalk,1605.0
Plano,254784.64000000028
Des Arc,175.0
Lake Andes,193.44
Pearlington,1525.0
Panama City,192166.59999999992
Cyclone,75.0
Bettendorf,23744.679999999997
Cotton Valley,135.0
Muncy,5755.51
Ladson,15752.91
Richmond Dale,50.0
Harvey,19276.39
Durand,2332.17
Houlka,514.22
Chebeague Island,125.0
Stetson,1027.84
Mill Hall,2349.7699999999995
Owingsville,460.0
Yellow Spring,0.0
Angola,6355.2699999999995
Rockaway,15254.27
Claytonville,90.0
Encino,146991.51
Tatums,25.0
Elkhart,52149.29
Owatonna,6144.74
Medaryville,145.0
Gladstone,24308.069999999992
Nunnelly,100.0
Port Haywood,447.5
Glenview,59735.75000000001
Napa,121962.10000000003
Carr,75.0
Hornsby,45.0
Caro,4541.78
Somersworth,1889.53
Leeds,18266.100000000002
Sharpsburg,11171.28
Heidenheimer,99.0
Orland,7024.25
Surprise,59697.880000000005
Spartanburg,209164.06
Schodack Landing,200.0
Bullhead City,36177.76
Cranberry,130.0
Bradfordsville,35.0
Plaza,250.0
East Killingly,10.0
Bruneau,50.0
Canyon Creek,250.0
Cass,30.0
San Leon,123.29
Center Sandwich,50.0
McEwen,4196.470000000001
Cocolalla,60.0
Cash,290.0
Nash,1926.34
Welaka,729.0699999999999
Riner,1866.3200000000002
Pennville,264.94
Casa,25.0
Economy,75.0
North New Portland,70.0
Hensel,346.52
East Lansing,141431.34
Cary,526002.67
Salt Lake City,464143.6
Valley Village,65722.60999999999
Jamesville,6050.620000000001
Charleston AFB,255.0
Sanbornville,1438.0
Cato,95.0
Odum,1095.5
Chatom,155.0
Hope Hull,235.0
Paulsboro,1599.3500000000001
Spring Lake,74472.02999999997
Canajoharie,322.5
Bonnyman,75.0
Louisiana,257.0
Glenmont,7213.949999999999
Taylors,65557.1
French Village,245.0
Sweet Briar,349.84000000000003
Three Oaks,3501.87
Clarissa,88.0
Grand Meadow,137.0
Essexville,4339.38
Nobleboro,1037.3600000000001
Horicon,802.7900000000001
Millbrook,11766.07
Chunky,25.0
Ossineke,17146.839999999997
Cincinnatus,265.0
Harvest,8923.699999999999
Fairview,30742.86000000001
Glenmora,311.0
Raywood,30.0
Plato,8219.84
McCalla,5793.8099999999995
Fort Valley,3555.85
Ennice,385.0
Elmore City,1150.29
Vaughan,217.0
Baltic,4747.610000000001
Montour,50.0
Le Sueur,2432.54
Rose City,315.0
Fort Edward,3479.17
New Gretna,50.0
Senath,60.0
Voorhees,20725.33
Santa Margarita,2921.21
Green Springs,259.71000000000004
Angora,200.0
Silver Gate,50.0
Harrisonburg,45415.54
Arlee,1528.6100000000001
Texhoma,1169.0
West Columbia,34451.380000000005
Cornwall Bridge,8466.49
Thoreau,90.0
Middle Village,33828.64
Guthrie,23702.61
Amesbury,9616.779999999999
Atlantic Mine,1784.32
Yampa,81.23
Arley,858.87
Heppner,140.0
Bladensburg,4564.86
White Springs,385.0
Alcova,250.0
Nashport,1855.93
Crossett,967.14
Alcove,25.0
Yakima,42329.16999999999
Jersey City,305764.5499999999
Garrison,9032.36
Autaugaville,80.0
East Kingston,2779.17
Makanda,155.0
Alma Center,645.0
Belgrade,13057.380000000003
Saugatuck,2325.9700000000003
Mangham,174.0
Hatch,299.0
Alvarado,3408.6099999999997
Loudonville,920.22
Nettleton,2306.46
Wapato,7442.33
Korbel,50.0
Walloon Lake,400.0
Seabeck,13427.599999999997
Morrisville,138305.50999999998
San Andreas,530.0
Sumrall,3308.1899999999996
Websterville,75.0
Molena,499.16999999999996
Olyphant,2286.33
Niverville,460.0
Rocklin,51632.35
Weedville,3235.6899999999996
Farnham,460.0
Daniel,70.0
Ripon,16028.000000000002
Galata,25.0
Lohrville,663.24
Corriganville,100.0
Eddington,2725.91
Wauchula,9273.27
Bird Island,125.0
Grassy Creek,635.0
South Harwich,25.0
Newburgh,29303.700000000008
La Palma,17032.12
Sicklerville,22048.649999999998
West Kingston,4141.11
Ten Sleep,150.0
Minersville,306.0
Stuyvesant,85.0
Ferron,1037.71
Potts Grove,50.0
Haydenville,2802.81
Malta Bend,336.0
Old Harbor,50.0
Scandinavia,204.0
East Moriches,4077.6400000000003
Raceland,3791.8199999999997
Helenwood,633.1600000000001
Linden,28392.679999999997
Chilton,2859.81
Lester Prairie,383.82
Westby,1129.78
Loose Creek,110.0
Midland Park,4391.25
Harwood,1837.46
Rock City Falls,193.87
Bridgewater Corners,50.0
Lockeford,1915.0
Coalgate,355.0
Slaughters,225.0
Cochecton,145.0
Speculator,409.28999999999996
Deep Run,985.0
Terril,501.65
Klickitat,100.0
Sprague,75.0
Orlando,618198.1399999998
Kincaid,3734.06
Bellbrook,8410.09
Powell Butte,848.94
Saint Amant,4261.21
Malden On Hudson,75.0
Cooper,468.0
Lynbrook,26104.750000000004
Hadensville,434.79
Ferguson,1124.78
Harsens Island,176.0
Cassopolis,4029.99
McCune,399.0
Pinnacle,3953.3200000000006
Fort Yates,50.0
Chinchilla,0.0
Sevierville,18258.96
Tabernash,1223.01
Aquilla,25.0
New Edinburg,85.0
Ruther Glen,10635.740000000002
Berlin Heights,453.88
Gamerco,185.0
Crary,60.0
Lattimer Mines,20.0
Secaucus,16717.21
Delevan,805.0
Deal,37.0
Jarreau,287.09000000000003
Prides Crossing,280.0
Milford Square,50.0
Oberlin,6432.790000000001
Corydon,5522.62
Lake Elsinore,39043.82999999999
Yountville,2173.05
Broken Arrow,165569.67000000004
Kenoza Lake,10.0
Ft Mitchell,19633.280000000002
Dewey,8921.369999999999
Paden,848.7
Mount Gretna,2671.44
Tremonton,3457.1499999999996
Gresham,53013.12
Kilmichael,60.0
Loughman,4159.5199999999995
Cedar Rapids,117974.63999999997
Crow Agency,25.0
Goldenrod,485.0
Queen Anne,801.7
Flomaton,409.63
Yawkey,125.0
Riegelwood,370.0
Leonardo,1332.95
Diana,3061.76
Eldon,7588.599999999999
Rice Lake,5482.45
Thousand Palms,515.0
Royal Oak,78776.58000000002
Oceanside,180454.06
Cantwell,1093.47
Chagrin Falls,35905.65
Redan,124.0
New Holstein,2587.55
Gatzke,52.0
Norwell,7217.13
Kure Beach,1571.4999999999998
Lowville,625.3
Saint Ann,2816.39
Saint Anthony,925.3199999999999
Magazine,150.0
Wrightsville Beach,1928.9
Pine Hall,225.0
Coxsackie,2388.48
Collettsville,454.22
Kenai,5051.200000000001
Crane,3545.21
Anacortes,33274.62
American Fork,25638.679999999997
Summit Argo,2699.63
Kings Park,9737.759999999998
Studio City,137289.65000000005
Marine,572.0
Pascagoula,103482.21000000002
St John,1048.81
Wellton,3375.86
Surfside,423.0
Glen Oaks,14209.039999999999
Bellemont,1166.53
Paint Rock,276.61
Key West,35623.84
Holdingford,145.0
Millbrae,26989.469999999994
Monmouth,14706.449999999999
Deer,11.0
Marina,18747.67
Glen Dale,17030.87
Fort Johnson,1281.6100000000001
Waupaca,6153.259999999999
Lissie,45.0
Itmann,120.0
Means,50.0
Gilsum,75.0
Dewar,98.97999999999999
Clarence,5570.1900000000005
South Sutton,200.0
New Britain,25589.43
Warfordsburg,538.76
Holly Bluff,40.0
South Grafton,1660.0
Saginaw,61958.53
La Vernia,11376.359999999999
Mammoth Spring,929.44
Grottoes,2943.44
Ottumwa,4125.549999999999
Dodd City,1140.0
Terral,664.86
Rittman,1436.5900000000001
Tulare,7168.9400000000005
German Valley,70.0
Leachville,1333.42
Hockingport,0.0
Freehold,63037.34000000001
Gilmanton Iron Works,85.0
Toledo,77092.24000000002
Gaylordsville,5100.89
Hot Springs,3899.4500000000003
Pine Bluffs,25.0
Seldovia,175.0
Hotchkiss,995.0
Dunnigan,596.64
Kittrell,913.37
Douglas City,200.0
Fox River Grove,5234.94
Brandy Station,100.0
Lexington,560916.64
Montgomery City,723.59
Bauxite,2086.5299999999997
Fajardo,149.0
Nokesville,12253.439999999999
McGrady,849.0699999999999
Kingstree,3732.98
West Fargo,12915.599999999997
Rehoboth,7612.250000000001
North Grosvenordale,1065.67
Salmon,1312.55
Tuckerman,400.47
Hortense,980.0
Bosque,380.0
Haverhill,45773.520000000004
Mediapolis,594.14
Malabar,4281.01
Mendham,12414.39
Beals,125.0
Craig,7255.87
Douglass,524.53
Labadieville,644.05
Tampa,759944.2499999988
Mount Laurel,25459.799999999996
Roach,20.0
Oxon Hill,13601.34
Powers Lake,377.0
Kattskill Bay,50.0
Mears,120.0
Saraland,6997.759999999999
Summerdale,690.36
Forkland,150.0
Red Hill,315.0
Quantico,877.34
Weston,212124.98
Dema,15.0
Zieglerville,25.0
Camp Creek,349.0
Jarrell,2146.02
Bodega,973.6600000000001
Tallulah Falls,275.0
Heron Lake,161.26
Belleview,2935.8399999999997
Tamms,55.0
Cedar Park,89468.78000000001
Northbridge,4905.900000000001
Worthington Springs,100.0
Pleasant Dale,25.0
Ferris,749.95
Eatonton,45206.97999999998
Cozad,670.0
Picture Rocks,55.0
Cumberland Center,6351.36
Granite Canon,208.5
Blanch,619.84
Flandreau,240.0
Dent,295.0
Blythe,554.47
Swan Lake,35.0
Blanca,260.0
Martville,135.0
Saint Regis,2254.13
Francisco,1929.8899999999999
Filion,60.0
Halethorpe,14843.72
Carencro,7890.530000000001
Screven,165.0
Wesson,160.0
Devine,1903.17
Odonnell,725.0
Henagar,846.73
Racine,58253.78000000002
Middlebury Center,35.0
Port Wing,52.44
Alvada,125.0
Stanford,22826.979999999996
Java Village,40.0
Tower,215.0
Bethany,29029.5
Scottsbluff,8928.55
Wendover,10.0
Pender,151.25
Vandervoort,55.0
Ocean City,14575.76
Au Sable Forks,350.99
Pleasant Mount,235.09
Pomona Park,9259.7
Talmage,645.0
Highgate Center,150.0
Ponce,1045.22
Harrison Township,12371.480000000001
White Pigeon,3564.0
Nashwauk,150.0
Hallowell,4907.31
Ponca,515.0
Brewer,2609.91
Havana,6073.45
Waupun,5718.17
Shawnee Mission,326408.42000000033
Murrieta,250098.06999999992
Karval,100.0
Wynona,25.0
Pinetown,860.02
Gallatin Gateway,6351.860000000001
Roark,10.0
Birmingham,410515.67000000004
Menominee,11727.919999999998
Minco,2172.26
Neillsville,632.6
Lovelock,135.0
Whitmire,369.73
De Witt,3945.57
Blanco,2082.73
Humarock,325.0
New Ringgold,1066.6200000000001
Giltner,50.0
Coulters,70.0
Nicholasville,20277.590000000004
Fort Recovery,1210.0
Gilson,20.0
Marked Tree,1238.5
Meadow Grove,153.0
Dothan,42692.32
Botkins,40.0
Kenly,4272.2699999999995
Beach,300.0
Brisbane,7166.6900000000005
Volborg,100.0
Almedia,50.0
Merrimack,33077.899999999994
Marcell,50.0
Carrier,999.79
Piney View,5.0
Neosho,9831.24
Wyano,45.0
Bell City,1132.76
North Haven,37782.62
Lone Grove,1491.55
Kalaupapa,220.0
Addis,1658.67
Magness,35.0
Loyall,5.0
Powellsville,26.0
Harrison,72431.05999999998
Olalla,7169.91
Kenna,954.25
Edison,94440.57999999999
Manitowoc,10548.920000000002
Robbinston,115.0
Coleridge,1722.63
Lake Mills,4330.280000000001
Wolfe City,969.55
Billerica,116509.24999999999
Wyaconda,25.0
Harpswell,3376.25
Hugheston,641.63
Roann,718.26
Glen Lyon,124.59
Johnson City,96783.68000000002
Bear Creek,3155.83
Sherman Station,235.0
Amberson,25.0
Ashaway,745.6
Westminster Station,5.0
Woden,250.0
Middleburg,19336.59
Temple Hills,21022.999999999996
Elk Horn,261.0
Hillister,25.0
Boyes Hot Springs,375.0
Harpers Ferry,5512.89
Wendel,75.0
Mingo,250.0
Rising Star,50.0
Manitowish Waters,125.0
Marion,148831.7800000001
Cataldo,25.0
Sebewaing,700.0
Side Lake,50.0
Hallstead,410.82
Elkins,7628.950000000001
Ferrum,485.0
Karns City,1741.2000000000003
Pflugerville,73351.45999999998
Kelley,711.06
Seaside Park,937.27
Middlebury,20869.86
Keller,136233.56999999998
Prosper,17772.580000000005
Jennerstown,10.0
Childress,3369.94
New Columbia,220.0
Standish,7515.42
Suttons Bay,2704.4999999999995
Marienthal,200.0
Jenkintown,35853.42
Fishers Landing,25.0
Cascilla,311.0
Moultrie,6037.08
Laguna Hills,46431.21
Lawrenceburg,11630.239999999998
Orange Beach,3037.42
Mount Perry,1951.35
Gallagher,50.0
Hygiene,10.0
Santa Rosa,252390.22999999998
Nathalie,2376.12
Dunsmuir,1402.72
Waterport,70.0
Kealia,1832.7
Minford,692.0
Rockdale,3126.59
McLeansboro,4199.549999999999
Twining,92.58
Soldier,247.86
Roby,1318.9099999999999
Hepzibah,157.81
Markesan,1432.6100000000001
Terlingua,100.0
Roca,486.47
Boulder City,15175.229999999998
Clendenin,1714.3899999999999
Hazel Crest,3879.7599999999998
Andersonville,731.25
High Hill,0.0
Richlandtown,776.39
Doylesburg,8.54
Devon,14620.130000000001
Eben Junction,330.0
Derwent,25.0
Elmora,60.0
Marston,412.47
Pilger,720.0
Belle Rose,525.0
Elmore,1547.66
Devol,222.63
Iuka,1455.82
Marble Canyon,50.0
Washington Grove,360.47
Zephyr,130.0
Osceola Mills,325.0
Point Clear,99.0
Medina,52163.799999999996
Whiteville,15350.839999999998
Wheaton,85957.64000000003
Minong,1660.41
Hannibal,5773.179999999999
Villisca,206.0
Minonk,3790.02
Wickett,824.0
Fountain Run,325.69
Saint Peter,7509.15
Lehigh Valley,255.0
Buzzards Bay,9754.82
Lansdale,44294.75
Scappoose,4266.29
Oakes,1680.1100000000001
Glencoe,1159386.57
Rock,640.0
Cowlesville,20.0
Pierson,2978.3799999999997
Acworth,65368.009999999995
Petaluma,91284.83000000003
Castile,145.0
Mount Enterprise,1476.3
Yorba Linda,133209.5
Elloree,1441.58
Aleppo,50.0
Redwood Valley,12680.129999999997
Port Salerno,262.94
Columbia Station,3287.88
Fernwood,25.0
Tarawa Terrace,256.6
Avonmore,210.0
Turtle Creek,1334.0300000000002
Horse Shoe,1511.19
Wilkesville,75.0
Cartersville,18463.26
Stacyville,75.0
Elmont,18442.899999999998
West Milford,24549.72
Mineral Springs,1135.0
Keezletown,460.0
Roseau,644.9
Pocasset,2735.24
Fitchburg,24336.98
Goff,25.0
Minoa,1415.6100000000001
Jekyll Island,1402.28
Shullsburg,498.14
Shepherd,3125.2
Mount Summit,151.45999999999998
La Marque,2426.8
Cornell,2014.1200000000001
Minot,65083.66
Coleman,4134.08
Roxton,25.0
Roff,787.26
Gaithersburg,134934.55000000008
Elliottville,450.0
Vaiden,235.0
South Vienna,1149.0
Chaseburg,720.0
Hawthorn,20.0
Lanoka Harbor,3203.8100000000004
Terrebonne,1644.32
Locke,300.0
Ignacio,702.23
Aplington,75.0
Kaaawa,3605.3600000000006
Burke,48968.319999999985
Alberton,24444.56
Cherry Tree,155.0
Bearsville,924.0
Birch River,159.76
Hector,461.0
South Walpole,620.0
Fort Pierre,476.34
Hyndman,25.0
Onsted,1438.38
Vaughn,596.0
Fairgrove,750.37
Peach Creek,10.0
Bonifay,1491.4099999999999
China Grove,9483.900000000001
Dolan Springs,320.0
Bastian,105.0
Alfred,7285.740000000001
Phippsburg,2135.9300000000003
Forks Of Salmon,220.0
Los Gatos,151892.69999999995
Orange Park,33000.01
Walcott,413.5
Walling,50.0
Eleva,3526.09
Delmar,24887.799999999996
Wood River,3381.29
Kelso,8215.12
Farmersville,3993.5499999999997
Mount Nebo,25.0
Mitchellville,1144.38
Mineral Wells,7160.89
Jacksonboro,0.0
Hammondsport,1315.77
Waite Park,1320.28
Moundsville,2962.55
North Smithfield,6373.72
Arivaca,279.72
West Wareham,1603.0800000000002
Paauilo,449.0
Nicktown,577.0
Strasburg,30846.930000000008
Cardwell,262.96
Kuttawa,450.0
Rome,71763.62999999998
Big Cabin,209.0
Hopkinsville,4900.110000000001
Kimmell,192.81
Fennimore,546.5
Davidsonville,6389.160000000001
Dravosburg,25.0
Roma,225.0
Neshkoro,25.0
Princeville,5632.74
Caraway,2684.9700000000003
Mayhill,250.0
Peekskill,11366.070000000002
New Sweden,1154.53
Hickory,87241.49000000002
Mendocino,6976.049999999999
Highland Mills,7061.879999999999
Sleepy Eye,4262.41
Westborough,25562.43999999999
Langston,708.6700000000001
Golf,655.39
White Sulphur Springs,2377.39
Mint Spring,200.0
Mifflinburg,2069.2000000000003
Londonderry,20361.050000000003
Firestone,711.0
Vauxhall,50.0
Bellarthur,240.0
Carey,655.6
Coudersport,41444.08
Roll,0.0
Weidman,2157.95
Chocorua,815.0
Burnt Prairie,100.0
Myersville,3000.7799999999997
Owosso,13261.04
East Petersburg,1853.8400000000001
Gwynn,117.93
Buckland,468.33
Douds,50.0
Glynn,50.0
Saddle Brook,6228.110000000001
Glen Echo,1573.25
Wappingers Falls,71911.84
Bapchule,75.0
Deadwood,535.78
Green Cove Springs,15443.07
Wood River Junction,951.3199999999999
East Woodstock,300.0
Accokeek,4236.11
Arkdale,901.31
Oregon House,2416.48
Running Springs,2068.3
South Pasadena,63000.89000000001
Colbert,11043.77
Arock,50.0
Greenfield,83187.3
Aroda,135.0
Vergas,856.4100000000001
Cement,416.3
Mechanic Falls,1324.99
Bluemont,2841.6000000000004
Barnsdall,904.42
Max Meadows,1703.4099999999999
Valley Grove,681.0
Melbourne Beach,5368.45
Almena,571.65
Cub Run,65.0
West Concord,425.0
Wellsboro,2391.43
Buras,500.0
Wapwallopen,240.0
Rangeley,4023.28
Redwater,25.0
Mancelona,1960.25
Pike,581.3
Carteret,16666.19
Haskell,2131.94
Noyes,110.0
Gore,1599.5
Forest Knolls,307.0
Safety Harbor,13456.52
Humnoke,232.0
Smithmill,77.0
Frenchglen,50.0
Hyde Park,44966.020000000004
Tendoy,25.0
Collinwood,101.16
Bassett,2494.6099999999997
Gibsonia,14504.609999999999
La Feria,553.5
Velma,762.22
Cropwell,4502.75
Munith,927.33
Turtlepoint,25.0
East Sparta,370.32
Camp Verde,1940.44
Elkwood,589.1800000000001
Pima,1555.0
Rose,57.66
Waldron,5688.240000000001
Birch Harbor,25.0
East Northport,25110.94
Cookville,698.29
Canal Point,40.0
Kiamesha Lake,350.0
Lindside,500.0
Ross,10481.519999999999
La Mirada,38145.03000000001
Calhoun,7585.650000000001
Penn Run,1005.14
Canyon Country,37426.54999999999
Mobile,297253.8500000002
Silverstreet,25.0
Carter Lake,389.0
Pocono Summit,326.32
East Bend,16344.45
Evington,2252.77
Big Piney,75.0
Talpa,50.0
Calverton,3907.88
North Liberty,12764.31
Visalia,51667.15999999999
Albers,427.01
Saint Paul,729456.1999999998
John Day,75.0
Williams Bay,6602.710000000001
Rockledge,43342.09999999999
Russiaville,6934.75
Tigerton,310.0
Oshtemo,165.69
Vanzant,1172.6399999999999
Frankewing,125.0
Schiller Park,1648.22
Bethany Beach,7226.870000000002
Albert,0.0
Combined Locks,52081.439999999995
Youngwood,1159.2899999999997
Roachdale,1400.0
Pacolet,1625.2500000000002
Stone Park,65.0
Beavertown,99.0
Bunnlevel,1517.97
Healdton,709.38
Hidalgo,875.0699999999999
Gibson City,3953.14
Talmo,188.04000000000002
Pine,5459.780000000001
Reynoldsburg,14979.240000000002
Truman,746.0
Beattie,190.0
Kalama,1974.56
Kinzers,95.0
Tekamah,18.0
Telephone,1209.03
Ann Arbor,294524.6799999998
Peach Bottom,125.0
Kemah,5070.75
Lehigh,180.0
McConnelsville,340.0
North Rose,974.16
Rowe,100.0
Taos Ski Valley,95.0
South Effingham,315.0
Westbrookville,245.0
Drayden,445.0
Millerville,50.0
Orfordville,1429.88
Springfield Center,240.0
Weirsdale,1707.1599999999999
Parshall,490.0
De Borgia,0.0
La Russell,100.0
Greenbush,1840.99
Grand Portage,25.0
Hazelton,125.0
Munroe Falls,1596.1100000000001
Southbridge,1585.87
Wahkon,210.0
Twin Falls,25771.989999999998
Grasston,199.0
Berryville,5578.95
De Kalb Junction,497.37
Fairchild,408.44
Fellows,90.0
Camilla,2885.98
Sully,25.0
Kill Devil Hills,9543.51
Velva,2320.45
Maple Hill,1398.93
Kasilof,335.0
Mayflower,5136.4800000000005
Lisle,18670.929999999997
Fort Pierce,28053.760000000002
Jefferson City,39810.450000000004
North Judson,2060.51
Lineville,2186.09
Hertford,3499.73
Belvue,25.0
Dugspur,175.0
Poplar Grove,3133.5500000000006
Waskom,608.3299999999999
Maquoketa,1664.05
Chapman,125.0
Holton,7311.670000000001
Bethlehem,62724.799999999996
Holliston,24436.21
New Goshen,25.0
McClellanville,2168.3
Winner,632.54
Aroma Park,25.0
Wickliffe,6115.46
Bonanza,739.33
Broadview Heights,29235.600000000006
Sugar Grove,13776.619999999995
Piru,125.0
San Leandro,163247.80000000005
Adell,3588.61
Walnut Ridge,625.0
Guadalupe,402.0
Glendora,60577.07000000001
Resaca,190.0
Kernersville,63351.450000000004
Bel Alton,464.48
Pavilion,500.0
Tunkhannock,2353.98
Fishersville,4680.01
Del Norte,475.0
Bullville,125.0
Covelo,365.0
Niagara Falls,11731.130000000001
Cortland,19709.339999999997
Oldfort,1287.6699999999998
Maple Heights,6293.68
S Coffeyville,305.0
Eastlake Weir,50.0
Factoryville,1223.87
Lawley,250.0
Lake Arrowhead,2640.7300000000005
Gooding,926.0
Saint Johnsville,60.0
Boynton,50.0
Marydel,603.8
Hinckley,5745.32
Miami Beach,131350.70999999996
New Ross,1189.35
Adena,360.0
Pinedale,1080.0
Whitwell,2046.1699999999998
Shermans Dale,603.0
Narrowsburg,100.0
Loachapoka,75.0
Chambersburg,10968.579999999998
Pawhuska,1576.5400000000002
Strong,947.67
Santa Paula,6098.35
M C B H Kaneohe Bay,150.0
Metaline,50.0
Gwynneville,75.0
Pennsboro,400.99
Ivel,150.0
Mount Rainier,4309.07
Old Westbury,4900.0
Bethel Park,16904.119999999995
Joppa,9246.74
Yellville,2752.3999999999996
Homerville,475.0
Spraggs,100.0
Labolt,25.0
Kings Mills,7756.770000000002
Rawlings,984.14
Clifton Hill,25.0
Evarts,263.76
Great Falls,53584.87999999998
Harrogate,1246.22
Leisenring,10.0
Pinckard,200.0
Caseville,512.62
Allensville,265.0
Mabelvale,2894.25
Dawsonville,21862.420000000002
Naches,841.81
Fowlerville,3657.1099999999997
Blairsden-Graeagle,75.0
Wirtz,315.0
Winnie,1096.71
Lamont,3480.74
Lamoni,1337.66
Columbiaville,2500.5699999999997
Sterrett,3139.91
Westfield Center,1148.9099999999999
Union City,117198.06
Gilroy,113566.3
Lamona,249.85
Aubrey,12203.400000000001
Albrightsville,1022.4900000000001
Phoenix,1160667.1300000004
Point Reyes Station,2027.3199999999997
Berger,224.0
Bergen,1417.3999999999999
San Quentin,261.5
Isleta,55.0
New Milton,100.0
Lake in the Hills,19476.780000000002
Ducktown,395.98
Blandon,3508.42
Talkeetna,172.0
Check,190.0
Bahama,9691.03
Grand Coulee,374.53
Mendenhall,1015.0
Parryville,96.0
Pocono Manor,46.15
Somers Point,3021.31
Covert,710.0
Porter Corners,387.44
Basalt,5993.900000000001
Ellettsville,5067.84
Plainville,20192.38
Herkimer,1728.1499999999999
Tahlequah,13319.67
